INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3740	Niên Thú	0	10	131	0	10	0	201	19	20	1	0.1	-1	0	522	245	522	245	1584	396	0	0	122	24	2	2	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	19	216	971	456	971	456	11779	1	0	10	0	0	4	5	0	0	0
3741	Niên Thú	0	20	264	0	10	0	201	19	20	1	0.1	-1	0	1021	479	1021	479	14448	774	0	0	237	47	3	3	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	29	364	1470	690	1470	690	20798	1	0	10	0	0	4	5	0	0	0
3742	Niên Thú	0	30	428	0	10	0	201	19	20	1	0.1	-1	0	1520	714	1520	714	24576	1152	0	0	352	70	4	4	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	39	541	1969	925	1969	925	31833	1	0	10	0	0	4	5	0	0	0
3743	Niên Thú	0	40	624	0	10	0	201	19	20	1	0.1	-1	0	2019	948	2019	948	36720	1530	0	0	589	93	5	5	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	49	751	2468	1159	2468	1159	44884	1	0	10	1	0	4	5	2	0	0
3744	Niên Thú	0	50	851	0	10	0	201	19	20	1	0.1	-1	0	2644	1182	2644	1182	50880	1908	0	0	857	116	6	6	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	59	993	2967	1393	2967	1393	59952	1	0	10	1	0	4	5	2	0	0
3745	Niên Thú	0	60	1109	0	10	0	201	19	20	1	0.1	-1	0	3168	1417	3168	1417	67056	2286	0	0	1173	139	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	69	1265	3466	1628	3466	1628	77035	1	0	10	1	0	4	5	2	0	0
3746	Niên Thú	0	70	1399	0	10	0	201	19	20	1	0.1	-1	0	3692	1651	3692	1651	85248	2664	0	0	1537	162	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	79	1570	3965	1862	3965	1862	96134	1	0	10	1	0	4	5	2	0	0
3747	Niên Thú	0	80	1722	0	10	0	201	19	20	1	0.1	-1	0	4216	1886	4216	1886	105456	3042	0	0	1950	185	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	89	1906	4464	2096	4464	2096	117249	1	0	10	1	0	4	5	2	0	0
3748	Niên Thú	0	90	1971	0	10	0	201	19	20	1	0.1	-1	0	5191	2120	5191	2120	127680	3420	0	0	2192	208	9	9	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	99	2159	4963	2331	4963	2331	140380	1	0	10	1	0	4	5	2	0	0
3749	Niên Thú	0	100	2213	0	10	0	201	19	20	1	0.1	-1	0	6266	2354	6266	2354	151920	3798	0	0	2434	231	10	10	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1932	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_9	1200	2400	109	2405	5462	2565	5462	2565	165528	1	0	10	1	0	4	5	2	0	0
3750	Long Quy	0	10	131	0	10	0	202	19	20	1	0.1	-1	0	348	163	348	163	1900	396	0	0	122	24	2	2	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	19	216	647	304	647	304	14135	1	0	10	0	0	4	5	0	0	0
3751	Long Quy	0	20	264	0	10	0	202	19	20	1	0.1	-1	0	681	319	681	319	17337	774	0	0	237	47	3	3	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	29	364	980	460	980	460	24958	1	0	10	0	0	4	5	0	0	0
3752	Long Quy	0	30	428	0	10	0	202	19	20	1	0.1	-1	0	1013	476	1013	476	29491	1152	0	0	352	70	4	4	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	39	541	1313	616	1313	616	38200	1	0	10	0	0	4	5	0	0	0
3753	Long Quy	0	40	624	0	10	0	202	19	20	1	0.1	-1	0	1346	632	1346	632	44064	1530	0	0	589	93	5	5	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	49	751	1645	773	1645	773	53861	1	0	10	1	0	4	5	2	0	0
3754	Long Quy	0	50	851	0	10	0	202	19	20	1	0.1	-1	0	1762	788	1762	788	61056	1908	0	0	857	116	6	6	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	59	993	1978	929	1978	929	71942	1	0	10	1	0	4	5	2	0	0
3755	Long Quy	0	60	1109	0	10	0	202	19	20	1	0.1	-1	0	2112	944	2112	944	80467	2286	0	0	1173	139	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	69	1265	2311	1085	2311	1085	92442	1	0	10	1	0	4	5	2	0	0
3756	Long Quy	0	70	1399	0	10	0	202	19	20	1	0.1	-1	0	2461	1101	2461	1101	102297	2664	0	0	1537	162	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	79	1570	2643	1241	2643	1241	115361	1	0	10	1	0	4	5	2	0	0
3757	Long Quy	0	80	1722	0	10	0	202	19	20	1	0.1	-1	0	2810	1257	2810	1257	126547	3042	0	0	1950	185	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	89	1906	2976	1397	2976	1397	140699	1	0	10	1	0	4	5	2	0	0
3758	Long Quy	0	90	1971	0	10	0	202	19	20	1	0.1	-1	0	3461	1413	3461	1413	153216	3420	0	0	2192	208	9	9	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	99	2159	3308	1554	3308	1554	168456	1	0	10	1	0	4	5	2	0	0
3759	Long Quy	0	100	2213	0	10	0	202	19	20	1	0.1	-1	0	4177	1569	4177	1569	182304	3798	0	0	2434	231	10	10	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1933	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_7	1200	2400	109	2405	3641	1710	3641	1710	198633	1	0	10	1	0	4	5	2	0	0
3760	Anh Chiêu	0	10	131	0	10	0	203	19	20	1	0.1	-1	0	348	327	348	327	1584	396	0	0	122	24	2	2	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	19	216	647	608	647	608	11779	1	0	10	0	0	4	5	0	0	0
3761	Anh Chiêu	0	20	264	0	10	0	203	19	20	1	0.1	-1	0	681	639	681	639	14448	774	0	0	237	47	3	3	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	29	364	980	921	980	921	20798	1	0	10	0	0	4	5	0	0	0
3762	Anh Chiêu	0	30	428	0	10	0	203	19	20	1	0.1	-1	0	1013	952	1013	952	24576	1152	0	0	352	70	4	4	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	39	541	1313	1233	1313	1233	31833	1	0	10	0	0	4	5	0	0	0
3763	Anh Chiêu	0	40	624	0	10	0	203	19	20	1	0.1	-1	0	1346	1264	1346	1264	36720	1530	0	0	589	93	5	5	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	49	751	1645	1546	1645	1546	44884	1	0	10	1	0	4	5	2	0	0
3764	Anh Chiêu	0	50	851	0	10	0	203	19	20	1	0.1	-1	0	1762	1577	1762	1577	50880	1908	0	0	857	116	6	6	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	59	993	1978	1858	1978	1858	59952	1	0	10	1	0	4	5	2	0	0
3765	Anh Chiêu	0	60	1109	0	10	0	203	19	20	1	0.1	-1	0	2112	1889	2112	1889	67056	2286	0	0	1173	139	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	69	1265	2311	2170	2311	2170	77035	1	0	10	1	0	4	5	2	0	0
3766	Anh Chiêu	0	70	1399	0	10	0	203	19	20	1	0.1	-1	0	2461	2202	2461	2202	85248	2664	0	0	1537	162	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	79	1570	2643	2483	2643	2483	96134	1	0	10	1	0	4	5	2	0	0
3767	Anh Chiêu	0	80	1722	0	10	0	203	19	20	1	0.1	-1	0	2810	2514	2810	2514	105456	3042	0	0	1950	185	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	89	1906	2976	2795	2976	2795	117249	1	0	10	1	0	4	5	2	0	0
3768	Anh Chiêu	0	90	1971	0	10	0	203	19	20	1	0.1	-1	0	3461	2827	3461	2827	127680	3420	0	0	2192	208	9	9	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	99	2159	3308	3108	3308	3108	140380	1	0	10	1	0	4	5	2	0	0
3769	Anh Chiêu	0	100	2213	0	10	0	203	19	20	1	0.1	-1	0	4177	3139	4177	3139	151920	3798	0	0	2434	231	10	10	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1934	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_5	1200	2400	109	2405	3641	3420	3641	3420	165528	1	0	10	1	0	4	5	2	0	0
3770	KÏ Lân	0	10	131	0	10	0	204	19	20	1	0.1	-1	0	1045	163	1045	163	1267	396	0	0	122	24	2	2	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	19	216	1943	304	1943	304	9423	1	0	10	0	0	4	5	0	0	0
3771	KÏ Lân	0	20	264	0	10	0	204	19	20	1	0.1	-1	0	2043	319	2043	319	11558	774	0	0	237	47	3	3	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	29	364	2941	460	2941	460	16638	1	0	10	0	0	4	5	0	0	0
3772	KÏ Lân	0	30	428	0	10	0	204	19	20	1	0.1	-1	0	3041	476	3041	476	19660	1152	0	0	352	70	4	4	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	39	541	3939	616	3939	616	25466	1	0	10	0	0	4	5	0	0	0
3773	KÏ Lân	0	40	624	0	10	0	204	19	20	1	0.1	-1	0	4039	632	4039	632	29376	1530	0	0	589	93	5	5	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	49	751	4937	773	4937	773	35907	1	0	10	1	0	4	5	2	0	0
3774	KÏ Lân	0	50	851	0	10	0	204	19	20	1	0.1	-1	0	5288	788	5288	788	40704	1908	0	0	857	116	6	6	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	59	993	5935	929	5935	929	47961	1	0	10	1	0	4	5	2	0	0
3775	KÏ Lân	0	60	1109	0	10	0	204	19	20	1	0.1	-1	0	6336	944	6336	944	53644	2286	0	0	1173	139	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	69	1265	6933	1085	6933	1085	61628	1	0	10	1	0	4	5	2	0	0
3776	KÏ Lân	0	70	1399	0	10	0	204	19	20	1	0.1	-1	0	7384	1101	7384	1101	68198	2664	0	0	1537	162	7	7	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	79	1570	7931	1241	7931	1241	76907	1	0	10	1	0	4	5	2	0	0
3777	KÏ Lân	0	80	1722	0	10	0	204	19	20	1	0.1	-1	0	8432	1257	8432	1257	84364	3042	0	0	1950	185	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	89	1906	8929	1397	8929	1397	93799	1	0	10	1	0	4	5	2	0	0
3778	KÏ Lân	0	90	1971	0	10	0	204	19	20	1	0.1	-1	0	10383	1413	10383	1413	102144	3420	0	0	2192	208	9	9	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	99	2159	9926	1554	9926	1554	112304	1	0	10	1	0	4	5	2	0	0
3779	KÏ Lân	0	100	2213	0	10	0	204	19	20	1	0.1	-1	0	12533	1569	12533	1569	121536	3798	0	0	2434	231	10	10	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1935	1	0	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	109	2405	10924	1710	10924	1710	132422	1	0	10	1	0	4	5	2	0	0
3780	BÕo T¦u BÕch Ban Trß	0	10	197	0	10	0	205	9	20	1	0.1	-1	0	348	163	348	163	316	396	0	0	122	24	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	19	325	647	304	647	304	2355	1	27	10	1	0	4	5	0	0	0
3781	BÕo T¦u BÕch Ban Trß	0	20	396	0	10	0	205	9	20	1	0.1	-1	0	681	319	681	319	2889	774	0	0	237	47	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	29	546	980	460	980	460	4159	1	27	10	1	0	4	5	0	0	0
3782	BÕo T¦u BÕch Ban Trß	0	30	642	0	10	0	205	9	20	1	0.1	-1	0	1013	476	1013	476	4915	1152	0	0	352	70	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	39	812	1313	616	1313	616	6366	1	27	10	1	0	4	5	0	0	0
3783	BÕo T¦u BÕch Ban Trß	0	40	936	0	10	0	205	9	20	1	0.1	-1	0	1346	632	1346	632	7344	1530	0	0	589	93	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	49	1127	1645	773	1645	773	8976	1	27	10	1	0	4	5	0	0	0
3784	BÕo T¦u BÕch Ban Trß	0	50	1277	0	10	0	205	9	20	1	0.1	-1	0	1762	788	1762	788	10176	1908	0	0	857	116	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	59	1490	1978	929	1978	929	11990	1	27	10	1	0	4	5	0	0	0
3785	BÕo T¦u BÕch Ban Trß	0	60	1664	0	10	0	205	9	20	1	0.1	-1	0	2112	944	2112	944	13411	2286	0	0	1173	139	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	69	1898	2311	1085	2311	1085	15407	1	27	10	1	0	4	5	0	0	0
3786	BÕo T¦u BÕch Ban Trß	0	70	2099	0	10	0	205	9	20	1	0.1	-1	0	2461	1101	2461	1101	17049	2664	0	0	1537	162	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	79	2356	2643	1241	2643	1241	19226	1	27	10	1	0	4	5	0	0	0
3787	BÕo T¦u BÕch Ban Trß	0	80	2583	0	10	0	205	9	20	1	0.1	-1	0	2810	1257	2810	1257	21091	3042	0	0	1950	185	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	89	2859	2976	1397	2976	1397	23449	1	27	10	1	0	4	5	0	0	0
3788	BÕo T¦u BÕch Ban Trß	0	90	2957	0	10	0	205	9	20	1	0.1	-1	0	3461	1413	3461	1413	25536	3420	0	0	2192	208	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	99	3239	3308	1554	3308	1554	28076	1	27	10	1	0	4	5	0	0	0
3789	BÕo T¦u BÕch Ban Trß	0	100	3320	0	10	0	205	9	20	1	0.1	-1	0	4177	1569	4177	1569	30384	3798	0	0	2434	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1954	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_5	1200	2400	109	3608	3641	1710	3641	1710	33105	1	27	10	1	0	4	5	0	0	0
3790	Dã Trß Ð¥u Møc	0	10	3200	0	10	0	206	9	40	3	0.1	-1	1	1161	1636	1161	1636	4224	1320	0	0	408	81	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	19	5280	2159	3042	2159	3042	31411	1	27	10	1	0	4	7	0	0	0
3791	Dã Trß Ð¥u Møc	0	20	6432	0	10	0	206	9	40	3	0.1	-1	1	2270	3199	2270	3199	38528	2580	0	0	792	158	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	29	8864	3268	4605	3268	4605	55462	1	27	10	1	0	4	7	0	0	0
3792	Dã Trß Ð¥u Møc	0	30	10432	0	10	0	206	9	40	3	0.1	-1	1	3379	4761	3379	4761	65536	3840	0	0	1176	235	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	39	13184	4377	6167	4377	6167	84889	1	27	10	1	0	4	7	0	0	0
3793	Dã Trß Ð¥u Møc	0	40	15200	0	10	0	206	9	40	3	0.1	-1	1	4488	6324	4488	6324	97920	5100	0	0	1965	312	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	49	18304	5485	7730	5485	7730	119692	1	27	10	1	0	4	7	0	0	0
3794	Dã Trß Ð¥u Møc	0	50	20736	0	10	0	206	9	40	3	0.1	-1	1	5876	7886	5876	7886	135680	6360	0	0	2857	388	20	20	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	59	24192	6594	9292	6594	9292	159872	1	27	10	1	0	4	7	0	0	0
3795	Dã Trß Ð¥u Møc	0	60	27008	0	10	0	206	9	40	3	0.1	-1	1	7040	9448	7040	9448	178816	7620	0	0	3911	465	23	23	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	69	30816	7703	10854	7703	10854	205427	1	27	10	1	0	4	7	0	0	0
3796	Dã Trß Ð¥u Møc	0	70	34080	0	10	0	206	9	40	3	0.1	-1	1	8205	11011	8205	11011	227328	8880	0	0	5125	542	26	26	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	79	38240	8812	12417	8812	12417	256358	1	27	10	1	0	4	7	0	0	0
3797	Dã Trß Ð¥u Møc	0	80	41920	0	10	0	206	9	40	3	0.1	-1	1	9369	12573	9369	12573	281216	10140	0	0	6501	619	29	29	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	89	46400	9921	13979	9921	13979	312665	1	27	10	1	0	4	7	0	0	0
3798	Dã Trß Ð¥u Møc	0	90	48000	0	10	0	206	9	40	3	0.1	-1	1	11536	14136	11536	14136	340480	11400	0	0	7308	696	33	33	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	99	52576	11029	15542	11029	15542	374348	1	27	10	1	0	4	7	0	0	0
3799	Dã Trß Ð¥u Møc	0	100	53888	0	10	0	206	9	40	3	0.1	-1	1	13926	15698	13926	15698	405120	12660	0	0	8114	772	36	36	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1908	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	109	58560	12138	17104	12138	17104	441408	1	27	10	1	0	4	7	0	0	0
3800	Tiêm Nha Dã Trß	0	10	394	0	10	0	207	9	20	1	0.1	-1	0	348	163	348	163	1267	396	0	0	122	24	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	19	650	647	304	647	304	9423	1	27	10	0	0	4	5	0	0	0
3801	Tiêm Nha Dã Trß	0	20	792	0	10	0	207	9	20	1	0.1	-1	0	681	319	681	319	11558	774	0	0	237	47	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	29	1092	980	460	980	460	16638	1	27	10	0	0	4	5	0	0	0
3802	Tiêm Nha Dã Trß	0	30	1285	0	10	0	207	9	20	1	0.1	-1	0	1013	476	1013	476	19660	1152	0	0	352	70	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	39	1624	1313	616	1313	616	25466	1	27	10	0	0	4	5	0	0	0
3803	Tiêm Nha Dã Trß	0	40	1873	0	10	0	207	9	20	1	0.1	-1	0	1346	632	1346	632	29376	1530	0	0	589	93	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	49	2255	1645	773	1645	773	35907	1	27	10	0	0	4	5	0	0	0
3804	Tiêm Nha Dã Trß	0	50	2555	0	10	0	207	9	20	1	0.1	-1	0	1762	788	1762	788	40704	1908	0	0	857	116	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	59	2981	1978	929	1978	929	47961	1	27	10	0	0	4	5	0	0	0
3805	Tiêm Nha Dã Trß	0	60	3328	0	10	0	207	9	20	1	0.1	-1	0	2112	944	2112	944	53644	2286	0	0	1173	139	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	69	3797	2311	1085	2311	1085	61628	1	27	10	0	0	4	5	0	0	0
3806	Tiêm Nha Dã Trß	0	70	4199	0	10	0	207	9	20	1	0.1	-1	0	2461	1101	2461	1101	68198	2664	0	0	1537	162	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	79	4712	2643	1241	2643	1241	76907	1	27	10	0	0	4	5	0	0	0
3807	Tiêm Nha Dã Trß	0	80	5166	0	10	0	207	9	20	1	0.1	-1	0	2810	1257	2810	1257	84364	3042	0	0	1950	185	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	89	5718	2976	1397	2976	1397	93799	1	27	10	0	0	4	5	0	0	0
3808	Tiêm Nha Dã Trß	0	90	5915	0	10	0	207	9	20	1	0.1	-1	0	3461	1413	3461	1413	102144	3420	0	0	2192	208	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	99	6479	3308	1554	3308	1554	112304	1	27	10	0	0	4	5	0	0	0
3809	Tiêm Nha Dã Trß	0	100	6641	0	10	0	207	9	20	1	0.1	-1	0	4177	1569	4177	1569	121536	3798	0	0	2434	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	905	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_9	1200	2400	109	7216	3641	1710	3641	1710	132422	1	27	10	0	0	4	5	0	0	0
3810	Tiêm Nha Dã Trß Vß½ng	0	10	4000	0	10	0	208	9	40	3	0.1	-1	1	1161	1091	1161	1091	7392	1320	0	0	816	81	14	7	2500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	670	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	19	6600	2159	2028	2159	2028	54969	1	27	10	0	0	4	7	0	0	0
3811	Tiêm Nha Dã Trß Vß½ng	0	20	8040	0	10	0	208	9	40	3	0.1	-1	1	2270	2132	2270	2132	67424	2580	0	0	1584	158	21	10	2500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	670	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_15	1200	2400	29	11080	3268	3070	3268	3070	97059	1	27	10	0	0	4	7	0	0	0
